#{"t_start": 1775382976.772105, "env_id": "None"}
r,l,t
116.07,45,289.205878
114.66,52,289.245552
10.83,64,289.29413
102.87,13,289.303943
15.03,64,289.352902
10.33,64,289.401904
21.47,64,289.448753
107.93,30,289.47112
12.76,64,289.520722
115.13,56,289.563937
12.59,64,289.612961
111.15,39,289.643074
109.03,17,289.655651
109.3,48,289.691017
111.71,43,289.723389
14.42,64,289.770974
9.46,64,289.819153
104.28,21,289.835013
106.11,23,289.852424
15.15,64,289.904233
14.43,64,289.951639
17.45,64,290.001696
17.16,64,290.05371
103.69,14,290.067
108.41,29,290.11144
22.97,64,290.160169
12.88,64,290.21213
111.09,55,290.253221
109.86,46,290.2864
10.16,64,290.333665
103.11,9,290.341012
115.49,55,290.381604
9.9,64,290.428124
15.41,64,290.474279
107.96,53,290.514604
19.96,64,290.564312
109.86,40,290.599313
108.4,18,290.616711
102.2,15,290.62954
